Campaign report
6 June 2024 - 25 May 2025
Month,Campaign status,Campaign,Budget,Budget name,Budget type,Currency code,Bid strategy type,Status,Status reasons,Conv. value,Cost,Conv. value / cost,Budget Spent %,Target ROAS,Conversions,Conv. rate,Impr.,Clicks,CTR,Cost / conv.,Search impr. share,Avg. order value,Search lost IS (budget),Campaign Id,Search lost IS (rank),New customers,Search top IS,Search abs. top IS,Click share,Impr. (Abs. Top) %
March 2025,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,"2,410.89",706.67,3.41,6.45%,300%,10.08,2.80%,"47,330",344,0.73%,70.11,36.33%,310.45,0.00%,22346250233,63.67%,0.00, --, --,20.82%, --
April 2025,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,"1,623.56",1206.79,1.35,11.02%,300%,5.97,1.02%,"72,180",521,0.72%,202.17,41.31%,328.89,0.00%,22346250233,58.69%,0.00, --, --,26.09%, --
May 2025,Paused,005 | NT | RLI | PMax Shopping | UK | Cap,30.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22346250233, --,0.00, --, --, --, --
May 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
June 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
July 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
August 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
September 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
October 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
November 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
December 2024,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
January 2025,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
February 2025,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
March 2025,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,"1,228.48",327.23,3.75,1.79%,300%,4.92,0.95%,"7,273",193,2.65%,66.56,< 10%,306.89,1.97%,22339776636,89.51%,0.00, --, --,< 10%, --
April 2025,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,936.72,938.44,1.00,5.14%,300%,3.03,0.09%,"32,667",902,2.76%,309.98,15.77%,396.96,14.91%,22339776636,69.33%,0.00, --, --,< 10%, --
May 2025,Paused,003 | NT | RLI | PMax | UK | General,50.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%,300%,0.00,0.00%,0,0, --,0.00, --,0, --,22339776636, --,0.00, --, --, --, --
May 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
June 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
July 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
August 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
September 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
October 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
November 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
December 2024,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
January 2025,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,179.03,0.00,9.81%, --,0.00,0.00%,"12,519",163,1.30%,0.00,19.88%,0,10.70%,22139448844,69.42%,0.00, --, --,< 10%, --
February 2025,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
March 2025,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
April 2025,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
May 2025,Paused,AUS & NZ Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139448844, --,0.00, --, --, --, --
May 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
June 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
July 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
August 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
September 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
October 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
November 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
December 2024,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
January 2025,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,166.63,0.00,9.13%, --,0.00,0.00%,"17,427",367,2.11%,0.00,29.11%,0,10.46%,22139442187,60.44%,0.00, --, --,< 10%, --
February 2025,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
March 2025,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
April 2025,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
May 2025,Paused,Asia Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139442187, --,0.00, --, --, --, --
May 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
June 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
July 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
August 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
September 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
October 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
November 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
December 2024,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
January 2025,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,297.60,187.72,1.59,10.29%, --,1.00,0.30%,"11,672",332,2.84%,187.72,10.60%,372.00,29.27%,22139331514,60.13%,0.00, --, --,< 10%, --
February 2025,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
March 2025,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
April 2025,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
May 2025,Paused,EU Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139331514, --,0.00, --, --, --, --
May 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
June 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
July 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
August 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
September 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
October 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
November 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
December 2024,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
January 2025,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,204.16,0.00,11.19%, --,0.00,0.00%,"20,093",90,0.45%,0.00,16.52%,0,6.63%,22139326303,76.84%,0.00, --, --,< 10%, --
February 2025,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
March 2025,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
April 2025,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
May 2025,Paused,USA Shopping - Performance Max,5.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,22139326303, --,0.00, --, --, --, --
May 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21832374685, --,0.00, --, --, --, --
June 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21832374685, --,0.00, --, --, --, --
July 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21832374685, --,0.00, --, --, --, --
August 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21832374685, --,0.00, --, --, --, --
September 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21832374685, --,0.00, --, --, --, --
October 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,"1,779.55",412.73,4.31,5.65%, --,7.00,1.20%,"35,173",496,1.41%,58.97,33.37%,282.77,4.53%,21832374685,62.10%,0.00, --, --,< 10%, --
November 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,"9,205.50",1537.07,5.99,21.06%, --,40.95,3.41%,"109,047","1,110",1.02%,37.53,47.48%,257.34,0.73%,21832374685,51.79%,0.00, --, --,18.05%, --
December 2024,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,"11,047.21",3960.99,2.79,54.26%, --,45.27,2.20%,"231,919","1,998",0.86%,87.49,48.77%,288.02,1.29%,21832374685,49.94%,0.00, --, --,10.87%, --
January 2025,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,"8,917.58",2341.06,3.81,32.07%, --,28.44,1.68%,"154,365","1,675",1.09%,82.33,27.29%,349.21,4.91%,21832374685,67.80%,0.00, --, --,< 10%, --
February 2025,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,"3,762.07",2409.68,1.56,33.01%, --,13.59,1.01%,"159,748","1,291",0.81%,177.26,29.60%,318.22,1.86%,21832374685,68.54%,0.00, --, --,< 10%, --
March 2025,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,"2,022.72",813.44,2.49,11.14%, --,9.73,2.02%,"46,827",470,1.00%,83.59,19.19%,245.66,6.23%,21832374685,74.58%,0.00, --, --,< 10%, --
April 2025,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,744.00,882.91,0.84,12.09%, --,2.00,0.10%,"50,624",532,1.05%,441.45,25.03%,391.99,3.63%,21832374685,71.34%,0.00, --, --,< 10%, --
May 2025,Paused,007 | UK Shopping - Performance Max,20.00, --,Daily,GBP,Maximise Conversion Value,Paused,campaign paused; unknown,297.00,722.92,0.41,9.90%, --,1.00,0.13%,"42,157",369,0.88%,722.92,33.11%,297.00,2.99%,21832374685,63.90%,0.00, --, --,11.98%, --
May 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
June 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
July 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
August 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
September 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,121.75,0.00,2.63%, --,0.00,0.00%,"11,119",142,1.28%,0.00,26.82%,0,2.00%,21727010369,71.18%,0.00, --, --,< 10%, --
October 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,5.24,0.00,0.11%, --,0.00,0.00%,772,12,1.55%,0.00,20.83%,0,0.00%,21727010369,79.17%,0.00, --, --,< 10%, --
November 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
December 2024,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
January 2025,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
February 2025,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
March 2025,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
April 2025,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
May 2025,Removed,Performance Max- Australia,12.68, --,Daily,GBP,Maximise Conversions,Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%, --,0.00,0.00%,0,0, --,0.00, --,0, --,21727010369, --,0.00, --, --, --, --
May 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
June 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
July 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
August 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
September 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,304.10,116.33,2.61,2.12%,250%,1.00,0.88%,"2,491",110,4.42%,116.33,< 10%,0,18.91%,21720814014,78.39%,0.00, --, --,< 10%, --
October 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,28.60,0.00,0.52%,250%,0.00,0.00%,"3,915",34,0.87%,0.00,13.03%,0,1.94%,21720814014,85.04%,0.00, --, --,< 10%, --
November 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
December 2024,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
January 2025,Removed,Performance Max-USA,15.00, --,Daily,GBP,Maximise Conversion Value (Target ROAS),Removed,campaign removed; unknown,0.00,0.00,0.00,0.00%,250%,0.00,0.00%,0,0, --,0.00, --,0, --,21720814014, --,0.00, --, --, --, --
